timestamp2001_ms,roll,pitch,yaw,rotX,rotY,rotZ,accX,accY,accZ,gravX,gravY,gravZ
455616242180.318,-0.268757911224372,0.0164277500936863,0.123094821247318,0.0209636613726616,-0.0646372362971306,-0.0456418395042419,-0.0304813981056213,-0.0555605329573154,0.00696212099865079,-0.263524949550629,-0.122784197330475,-0.956806480884552
455616242190.318,-0.269730585023635,0.0160557642036699,0.123713769700171,0.0615352988243103,-0.110241435468197,-0.0541506372392178,-0.0304866917431355,-0.0480950959026814,0.00135237094946206,-0.264435172080994,-0.123398438096046,-0.956476271152496
455616242200.351,-0.271110166765791,0.0157604433159244,0.124805385325952,0.108517669141293,-0.15581551194191,-0.0573427006602287,-0.0243818610906601,-0.0409388989210129,0.00151242571882904,-0.265718251466751,-0.12448163330555,-0.955980181694031
455616242210.359,-0.273008054702158,0.0156264159155246,0.126264609014464,0.144899591803551,-0.200314447283745,-0.0498400442302227,-0.0235175266861916,-0.0431685261428356,-0.00742454035207629,-0.267482846975327,-0.125929370522499,-0.955298244953156
455616242220.359,-0.278763571025785,0.0160711769324582,0.132999839156013,0.154541566967964,-0.208791837096214,-0.0466435067355633,-0.0269455816596746,-0.0394195057451725,-0.000295419275062159,-0.2727370262146,-0.132608085870743,-0.952905893325806
455616242230.371,-0.280826715180884,0.0159495808285214,0.13456017008093,0.142779633402824,-0.208853259682655,-0.0583467669785023,-0.0351239219307899,-0.047959178686142,0.0201038308441639,-0.274644762277603,-0.134154468774796,-0.952141165733337
455616242240.379,-0.283082636529975,0.0156781760858573,0.136053967045657,0.134316593408585,-0.237573504447937,-0.0689056664705276,-0.0254798494279385,-0.0523536689579487,0.0259716976433992,-0.276735723018646,-0.135634616017342,-0.951325714588165
455616242250.389,-0.28855654515492,0.0158692913961004,0.142325184228693,0.125968053936958,-0.258806228637695,-0.0560230426490307,-0.0171672124415636,-0.0384526811540127,0.0235474929213524,-0.281691431999207,-0.141845166683197,-0.948962509632111
455616242260.399,-0.292494048190614,0.0160192620123095,0.146051803085054,0.0972568020224571,-0.232258856296539,-0.033624205738306,-0.00824668630957603,-0.0221304595470428,0.0179662182927132,-0.285271376371384,-0.145533114671707,-0.94733327627182
455616242270.407,-0.295286389269208,0.0161682629826453,0.148908502063685,0.0759865567088127,-0.208889275789261,-0.0155040714889765,-0.00224568205885589,-0.0194115843623877,0.0118967862799764,-0.28779336810112,-0.148358806967735,-0.946131408214569
455616242280.419,-0.29753462922084,0.0162025728953035,0.151258581158808,0.108985126018524,-0.227994740009308,-0.0336782857775688,0.0026310991961509,-0.0138378012925386,0.00557084428146482,-0.28981676697731,-0.150682464241982,-0.945146024227142
455616242290.43,-0.300231168031033,0.0163499918803479,0.156692494562888,0.159323766827583,-0.293704569339752,-0.0272313207387924,0.00160578277427703,-0.0498347580432892,-0.00348700722679496,-0.292117863893509,-0.156052082777023,-0.943565011024475
455616242300.438,-0.30450712475036,0.0164545740221961,0.158740767400464,0.184800714254379,-0.337364226579666,-0.0773114934563637,-0.00446847826242447,0.00293882354162633,0.0246114637702703,-0.296053379774094,-0.158074930310249,-0.942000389099121
455616242310.448,-0.308098376826694,0.0160236059120129,0.160791727236406,0.132171019911766,-0.23882769048214,-0.106269881129265,0.00151442771311849,0.00269010337069631,0.0419995822012424,-0.299335479736328,-0.160099774599075,-0.940620183944702
455616242320.446,-0.310325691658309,0.0157097209953775,0.163453738710791,0.0171589870005846,-0.13268469274044,-0.0422697030007839,0.00297398865222931,-0.0219960249960423,0.0464603155851364,-0.301298558712006,-0.162726879119873,-0.93954199552536
455616242330.454,-0.310378935095269,0.0158383182068579,0.164109538776179,-0.148560017347336,-0.0369831658899784,0.0997795164585114,0.0201727505773306,-0.0235920436680317,0.0338607653975487,-0.301315933465958,-0.163373902440071,-0.939424097537994
455616242340.479,-0.312085586363218,0.018008488998223,0.161797979542747,-0.194205358624458,-0.0798799693584442,0.329414814710617,0.00031479840981774,-0.00191668095067143,0.0320083275437355,-0.303033918142319,-0.161092966794968,-0.939265429973602
455616242350.484,-0.313372813050416,0.0214578991114004,0.160300770941583,-0.175487414002419,-0.106025688350201,0.43931970000267,0.0125686740502715,-0.0263742506504059,0.0201576333492994,-0.304316729307175,-0.159615129232407,-0.939102947711945
455616242360.492,-0.314897459925913,0.0251980510889916,0.158578430604594,-0.142119333148003,-0.195110142230988,0.445886373519897,0.0153970681130886,-0.0224137343466282,-0.00237103994004428,-0.305832862854004,-0.157914638519287,-0.938897907733917
455616242370.509,-0.319356949634031,0.0289478212369462,0.156875422257846,-0.08326206356287,-0.344896793365479,0.394965618848801,-0.0173070449382067,-0.0137959206476808,-0.00173549668397754,-0.310100793838501,-0.156232759356499,-0.937778651714325
455616242380.503,-0.324364776933284,0.0322912665714215,0.15545970179597,-0.0116776740178466,-0.481882244348526,0.347172796726227,-0.0296496450901031,-0.0248532257974148,0.00932918395847082,-0.314863294363022,-0.154834270477295,-0.93642270565033
455616242390.511,-0.330589441517629,0.0356629543597909,0.154674721683199,0.0451043322682381,-0.595406353473663,0.33989143371582,-0.0230550896376371,-0.0278260540217161,0.0111126592382789,-0.320725440979004,-0.154058709740639,-0.934559285640717
455616242400.538,-0.33754356451195,0.0392731033666441,0.154119766723415,0.0688085481524467,-0.649442136287689,0.361327230930328,-0.0202739965170622,-0.0229270197451115,0.0171952489763498,-0.327244937419891,-0.153510361909866,-0.932386875152588
455616242410.541,-0.345368512708948,0.0433063348616073,0.153911432024707,0.0797685757279396,-0.688605904579163,0.397687673568726,-0.0121076395735145,-0.0155645282939076,0.0129424026235938,-0.334541529417038,-0.153304487466812,-0.929827749729156
455616242420.549,-0.353314399074028,0.0476690896054685,0.153351895274676,0.100314550101757,-0.736235678195953,0.431915432214737,-0.0142218302935362,-0.0161174740642309,0.00816843658685684,-0.341948837041855,-0.152751550078392,-0.927220582962036
455616242430.569,-0.361143766662199,0.0522288262309606,0.152837460409548,0.1108558177948,-0.695838153362274,0.440299600362778,-0.026110153645277,-0.0249724499881268,0.0158511325716972,-0.349225550889969,-0.152243122458458,-0.924588322639465
